Comment,Actual_Sentiment,Cleaned_Comment
"Sr orient wala fan ,after warranty ke कहीं कोई भी मिस्तरी ठीक नही करता क्योकि बजार मे इनके स्पेयर पारट ,और नई मोटर,या इसके बुश साफ्ट नही मिलते और कम्पनी वाले असल तो जल्दी से देते नही,यदि देते है तो काफी महगें होते है,इसलिए कोई कारिगर इनको रीपेयर नही करता,और देशी फराटा लेने की सलाह देता है।मेरे पास तीन साल से खराब हूआ पखां पडा है जिसे कोई ठीक नही कर रहाहै मै जींद हरियाणा मे रहता हूं।",neutral,orient wala fan warranty कहीं कोई मिस्तरी ठीक नही करता क्योकि बजार इनके स्पेयर पारट मोटरया इसके बुश साफ्ट नही मिलते कम्पनी वाले असल जल्दी देते नहीयदि देते काफी महगें होते हैइसलिए कोई कारिगर इनको रीपेयर नही करताऔर देशी फराटा लेने सलाह देता है।मेरे पास तीन साल खराब हूआ पखां पडा जिसे कोई ठीक नही रहाहै जींद हरियाणा रहता हूं।
Democracy Coming 🦅,neutral,democracy coming
Bhaiya me ek middle class family se hu mere parents ke pass paisa nahi hai ki mera admission kisi private school me karaye I want to study but situation of my family is not right so what do I do😢😢😢please guide me,negative,bhaiya middle class family mere parent pas paisa nahi hai mera admission kisi private school karaye want study situation family right do😢😢😢please guide
"Dear sir, YouTube benner m jo dr br ambedkar ki photo laga rakhi h na dekhkar dil khush ho gyaa..",positive,dear sir youtube benner ambedkar photo laga rakhi dekhkar dil khush gyaa
"Iam hindu. We are from indus valley. Peace & love.
 We are not Not like meso and egyt who killed their own peoples for power and land.",positive,iam hindu indus valley peace love like meso egyt killed people power land
India Wale ? Waah Didi,neutral,india wale waah didi
Got it. Russia shows up now that the nuclear threat has been eliminated. Nothing prior. Just silence.,negative,got russia show nuclear threat eliminated nothing prior silence
Jai Hind sir pm modi ji ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram,positive,jai hind sir modi ❤❤❤❤❤❤❤❤❤ jai shree ram ram ram ram ram ram ram ram ram
SKC SIR sir ke kahne par aane wale,neutral,skc sir sir kahne par aane wale
3:15 😂,positive,
bhai please watch main hoon dandhadhikari,neutral,bhai please watch main hoon dandhadhikari
Check out Odoo's eCommerce app here: https://www.odoo.com/r/eE4,neutral,check odoos ecommerce app
"Plane ka maintenance ta thik karlo
 Problem kuch kam aur kuch",negative,plane maintenance thik karlo problem kuch kam aur kuch
Same podcast dekhne ke baad mai 2 week tak pareshan thi...😂😂😂... Baad mei samjh aaya ... Ye sab milker mm....... Humko......bana rahe hai 😅😅😂😂,positive,podcast dekhne baad mai week tak pareshan thi😂😂😂 baad mei samjh aaya sab milker humkobana rahe hai 😅😅😂😂
3:12 🗣️ bhai bhai kya sach bol diya🤣,positive,bhai bhai kya sach bol diya🤣
Any updates?,neutral,update
Jahar khila ke doctoron ka je bharate Hain yah sab Indian khane mein har EK khane mein padta hai jahreela colou 😮😢,negative,jahar khila doctoron bharate hain yah sab indian khane mein har khane mein padta hai jahreela colou
Mai aae hun,neutral,mai aae hun
TACO,neutral,taco
Sir ye bidhyak bhot bda gunda hai,neutral,sir bidhyak bhot bda gunda hai
It's all a game..he is just acting well....israel will do nothing without trumps approval,neutral,gamehe acting wellisrael nothing without trump approval
"US and West ""rule base order"" has caused the present crisis in the world. Many Global South countries have awakened and are rising against this ""rule"" that favors the US/West greed in controlling the resources of the world and the UN seems to do nothing.",negative,west rule base order caused present crisis world many global south country awakened rising rule favor uswest greed controlling resource world seems nothing
Hospital vospital kuch nhi uske niche tank rakhe the,neutral,hospital vospital kuch nhi uske niche tank rakhe
Why not in English,neutral,english
please make a video on raja raghuwanshi's murder case,negative,please make video raja raghuwanshis murder case
बधाई हो🎉,positive,बधाई हो🎉
बहुत दुर्भग्यापुरण कीमत ने महिलाओं के नाक कान गले का मंगलसूत्र छीन लिया सोना धारण करना इनका सिर्फ सपना रह गया🙏🙏,neutral,बहुत दुर्भग्यापुरण कीमत महिलाओं नाक कान गले मंगलसूत्र छीन लिया सोना धारण करना इनका सिर्फ सपना गया🙏🙏
9:39,neutral,
family ❤,positive,family
Trump didn't use the F.O.P bomb. He used the F.A.F.O bomb.,negative,trump didnt use fop bomb used fafo bomb
Kab aaega China occupied Kashmir,neutral,kab aaega china occupied kashmir
Mine place pm is 28 i am from Kerala,neutral,mine place kerala
"Wrong title, Iran Israel US War",negative,wrong title iran israel war
NDT you are lying iran strike israel in the north the ceasefire is i effect of course they retaliate,negative,ndt lying iran strike israel north ceasefire effect course retaliate
3 ghante ki movi bnado sir please,neutral,ghante movi bnado sir please
Gold D Roger 5:22,neutral,gold roger
Sirf 3 se 4 ghanta bachane k liye insaan nature se khilwaad nhi kr skte,neutral,sirf ghanta bachane liye insaan nature khilwaad nhi skte
Suprabhat 🙏🙏😊,positive,suprabhat 🙏🙏😊
"ohhhhhhhhh
 AI + RPA's = IA
 He's taking selfie on 15:58",neutral,ohhhhhhhhh rpas he taking selfie
Brother only aam adami party responsible.😡😡,positive,brother aam adami party responsible😡😡
तू और सोनिया को इराण मे लेके जा रहने के लिए,neutral,सोनिया इराण लेके रहने लिए
AMEN ❤❤❤❤❤❤❤❤❤thank YOU LORD JESUS CHRIST 🙏,positive,amen ❤❤❤❤❤❤❤❤❤thank lord jesus christ
day 0,neutral,day
"Clear UPSC with StudyIQ’s Courses: https://studyiq.u9ilnk.me/d/c3EOEpiCCk
 
 
 
 Call Us for UPSC Counselling- 76-4000-3000
 
 
 
 UPSC IAS Live GS P2I Foundation 2026 Pratigya Morning Batch : https://studyiq.u9ilnk.me/d/c3EOEpiCCk
 
 
 
 UPSC IAS P2I Long Term Foundation LIVE 2027 Pratigya Morning Batch : https://studyiq.u9ilnk.me/d/4ekxQyFxsI
 
 
 
 UPSC IAS Live GS P2I Foundation 2028 Nirmaan Batch
 
 Hurry Enroll Now : https://studyiq.u9ilnk.me/d/ue38vripch
 
 
 
 UPSC IAS Prelims to Interview (P2I) Advanced 2026 Batch
 
 Hurry Enroll Now : https://studyiq.u9ilnk.me/d/PzQSzeemHM
 
 
 
 
 
 Download our App for Dedicated UPSC Materials & Support - https://studyiq.u9ilnk.me/d/RQtp71j77l",positive,clear upsc studyiq course call upsc counselling upsc ia live foundation pratigya morning batch upsc ia long term foundation live pratigya morning batch upsc ia live foundation nirmaan batch hurry enroll upsc ia prelim interview advanced batch hurry enroll download app dedicated upsc material support
"One other thing to note is, when Britain was building it's gold reserves, it started ruling India... Took almost all the gold from India. Imagine if that had not happened, we would be somewhere in the center of all this as we had knowledge, resoruces, money etc.",neutral,one thing note britain building gold reserve started ruling india took almost gold india imagine happened would somewhere center knowledge resoruces money etc
अमेरिका के इतिहास में इतना बड़ा जोकर और चीप राष्ट्रपति न कभी हुआ है न कभी होगा😂😂😂,positive,अमेरिका इतिहास में इतना बड़ा जोकर चीप राष्ट्रपति कभी हुआ कभी होगा😂😂😂
Mene pehele video on Kiya to ye ad ko dekh ke skip ki button ko uthna,neutral,mene pehele video kiya dekh skip button uthna
नहीं उसके भेजे मे डालो कि हर सरकारी post केवल बाबा वाले आरक्षितो को मिले,neutral,नहीं उसके भेजे डालो सरकारी post केवल बाबा वाले आरक्षितो मिले
Very soothing voice Ma'am...🙏💯🇮🇳,positive,soothing voice maam🙏💯🇮🇳
"Instability, uncertainty and all conflicts in the middle East is because of America and their involvement be it in Syria, Iraq, Afghanistan , Israel or Iran. Because America wants to occupy all the natural resources in the middle East",negative,instability uncertainty conflict middle east america involvement syria iraq afghanistan israel iran america want occupy natural resource middle east
But this is marketing strategy not crime,positive,marketing strategy crime
Aisa Amit Shah kahte hain,neutral,aisa amit shah kahte hain
"Congress became jocker 
 Bjn not do anything",neutral,congress became jocker bjn anything
This is a research topic globally. It is misleading to suggest that it is just around the corner. Quantum computing has been in the lab for at least 30 years.,negative,research topic globally misleading suggest around corner quantum computing lab least year
That was an AI deepfake video. And your news is showing this as a real video. And did you show when 6 people died in Chandrababu Naidu election rally or when a movie director was hired to show Mr. Chandrababu Naidu taking a holy dip during Pushkar snaan and since chandrababu Naidu and the movie director wanted to have a huge crowd in the background so they stopped the devotees for 4 hours and after the shot they were released all at once and 29 people died in the ensuing stampede. And yet you guys only spotlight this unfortunate incident.,negative,deepfake video news showing real video show people died chandrababu naidu election rally movie director hired show chandrababu naidu taking holy dip pushkar snaan since chandrababu naidu movie director wanted huge crowd background stopped devotee hour shot released people died ensuing stampede yet guy spotlight unfortunate incident
